name;open;high;low;close;volume;marketCap;timestamp
"2781";3390.2213887513;3399.1938631871;3375.325633665;3383.8477162036;13151959342.04;406323383816.47;"2024-03-23T22:00:00.000Z"
"2781";3383.9575210942;3384.4389982669;3331.5064610872;3336.59407842;13242137554.47;400644940935.81;"2024-03-23T23:00:00.000Z"
"2781";3336.6661018468;3358.7355611638;3329.582415075;3358.5505659603;13208244751.92;403295143131.61;"2024-03-24T00:00:00.000Z"
"2781";3358.7376143663;3368.4663205773;3349.38315982;3353.4585198098;12992695214.48;402655470254.76;"2024-03-24T01:00:00.000Z"
"2781";3353.4102669163;3356.5768068885;3340.0765334241;3343.3175579203;12802908449.83;401466169262.39;"2024-03-24T02:00:00.000Z"
"2781";3343.4955989834;3344.9946134816;3311.2746156131;3312.8689840739;12785666911.97;397827402681.05;"2024-03-24T03:00:00.000Z"
"2781";3313.1911773859;3324.8078195687;3301.277237526;3323.711616126;12934257091.74;399090631572.76;"2024-03-24T04:00:00.000Z"
"2781";3323.9100617421;3334.3900917132;3318.2322510973;3329.1819398594;12898134662.26;399749656061.91;"2024-03-24T05:00:00.000Z"
"2781";3329.2001121633;3335.4554125292;3316.4429296388;3328.7178732404;12812734195.91;399690058978.74;"2024-03-24T06:00:00.000Z"
"2781";3328.7037749858;3341.7906123761;3319.0945625262;3340.8981161235;12578791702.69;401086587051.56;"2024-03-24T07:00:00.000Z"
"2781";3340.3343576422;3379.370959527;3337.6812444675;3378.9755916584;12677232385.21;405670504858.77;"2024-03-24T08:00:00.000Z"
"2781";3378.5101995634;3378.9061720893;3360.0336742864;3365.8807205151;12622748708.41;404128934671.34;"2024-03-24T09:00:00.000Z"
"2781";3365.6716753444;3391.8691009667;3364.9310394747;3380.3459309107;12460745278.61;405879766936.07;"2024-03-24T10:00:00.000Z"
"2781";3380.2529786269;3390.5936065028;3368.0863790519;3386.2942849874;12397514453.26;406627679580.63;"2024-03-24T11:00:00.000Z"
"2781";3386.4817541178;3404.8502356431;3379.7413668036;3402.4035419514;12483350976.82;408512090276.33;"2024-03-24T12:00:00.000Z"
"2781";3402.1755269688;3408.8794825662;3384.3369251661;3387.9917850566;12331999646;406799585190.17;"2024-03-24T13:00:00.000Z"
"2781";3387.9134205767;3413.9265578048;3386.7358039273;3396.7826827014;11930008556.13;407869464352.42;"2024-03-24T14:00:00.000Z"
"2781";3396.8236016687;3406.6589983583;3388.7233244119;3396.8970784796;11549414773.9;407900380446.74;"2024-03-24T15:00:00.000Z"
"2781";3397.0810774742;3408.3297638142;3370.791804954;3373.4127942797;11282738494.24;404996288441.88;"2024-03-24T16:00:00.000Z"
"2781";3372.8951819225;3378.0699102638;3335.9653485477;3367.325235875;11590803514.58;404350445071.06;"2024-03-24T17:00:00.000Z"
"2781";3367.5164610407;3394.7825325537;3367.5164610407;3381.5061931076;11803306170.24;406077581106.42;"2024-03-24T18:00:00.000Z"
"2781";3381.9004170878;3393.1898640556;3379.9610376749;3383.5150393172;11785832722.84;406276962435.95;"2024-03-24T19:00:00.000Z"
"2781";3383.5609071834;3424.0052058917;3377.0703934998;3413.0624738204;12096572260.06;409776119460.38;"2024-03-24T20:00:00.000Z"
