name;open;high;low;close;volume;marketCap;timestamp
"2781";0.0160668597;0.0208996093;0.0134541293;0.014523262;173893.67;0;"2019-07-08T00:00:00.000Z"
"2781";0.0145176549;0.0184302322;0.0126738392;0.0169929341;1837179.26;55745243.99;"2019-07-15T00:00:00.000Z"
"2781";0.0169946699;0.0170881971;0.0125475506;0.0131821214;1806946.23;44054590.73;"2019-07-22T00:00:00.000Z"
"2781";0.0131648903;0.0141625503;0.009562274843;0.0105095447;815182.89;35122851.08;"2019-07-29T00:00:00.000Z"
"2781";0.0104984422;0.0115695405;0.00767161371568;0.00841288245085;1755384.41;28115815.41;"2019-08-05T00:00:00.000Z"
"2781";0.00842969916232;0.00886717881153;0.00654862113536;0.00749969218576;1156040.31;25063937.64;"2019-08-12T00:00:00.000Z"
"2781";0.00751366919204;0.00830516175808;0.00657757701688;0.00728340956103;1294189.85;24341122.08;"2019-08-19T00:00:00.000Z"
"2781";0.00728472021822;0.00741532547962;0.00405502876325;0.00590346831857;1039219.6;19729364.64;"2019-08-26T00:00:00.000Z"
"2781";0.00590367946519;0.014131779;0.00494712274196;0.0097628525335;6518639.94;32627409.37;"2019-09-02T00:00:00.000Z"
"2781";0.0097628525335;0.00991751982583;0.00582586493222;0.00722233311114;4023559.69;25545359.82;"2019-09-09T00:00:00.000Z"
"2781";0.00722704294571;0.0078620499632;0.00574834932546;0.00579026443356;2338815.42;20480139.33;"2019-09-16T00:00:00.000Z"
"2781";0.00579209832248;0.00591196224307;0.0040007649349;0.00414835115124;1590504.94;14672703.56;"2019-09-23T00:00:00.000Z"
"2781";0.00414835115124;0.00482770685908;0.00405785739002;0.00462287989654;2156684.54;16351110.08;"2019-09-30T00:00:00.000Z"
"2781";0.00464344862058;0.00552218625586;0.00451897496776;0.00501663557444;2746482;18078295.01;"2019-10-07T00:00:00.000Z"
"2781";0.00501663557444;0.0103862861;0.00496514083633;0.0098660862664;10392454.07;35563977.12;"2019-10-14T00:00:00.000Z"
"2781";0.00987310193276;0.0119041588;0.00785260853916;0.00986212345901;4815572.23;35549692.51;"2019-10-21T00:00:00.000Z"
"2781";0.00985325673829;0.0168466369;0.00919617364454;0.0159363888;15507961.43;59040642;"2019-10-28T00:00:00.000Z"
"2781";0.0159248246;0.0194508422;0.0125341093;0.0128695247;3983519.68;48425050.9;"2019-11-04T00:00:00.000Z"
"2781";0.0128695247;0.0151435932;0.0126388483;0.0133865841;3228814.67;50370626.2;"2019-11-11T00:00:00.000Z"
"2781";0.0133848149;0.0142760819;0.00963234300413;0.0107987039;3518077.05;40643829.12;"2019-11-18T00:00:00.000Z"
"2781";0.0107156727;0.0133986465;0.00996569599092;0.0111068681;3124650.56;41803687.8;"2019-11-25T00:00:00.000Z"
"2781";0.011136621;0.0117680129;0.00958329828895;0.00972415900801;2348813.17;36599490;"2019-12-02T00:00:00.000Z"
"2781";0.00972466008837;0.0101003295;0.00724726703631;0.00792982877572;2027793.61;29845252.18;"2019-12-09T00:00:00.000Z"
"2781";0.00792982877572;0.00848210881025;0.00682813079966;0.00787791338885;1859173.79;29649859.84;"2019-12-16T00:00:00.000Z"
"2781";0.00788402245417;0.00829518539024;0.00720471017943;0.00743079210916;1619055.73;27967043.26;"2019-12-23T00:00:00.000Z"
"2781";0.00743802752739;0.00805394291114;0.0064805391751;0.00766101354195;2877149.74;28833520.57;"2019-12-30T00:00:00.000Z"
"2781";0.00765901289127;0.00784740323849;0.00674807237631;0.0069641889739;1051532.67;26210903.42;"2020-01-06T00:00:00.000Z"
"2781";0.00697314187375;0.00817365174695;0.00677128556895;0.0068868850385;1322187.78;25919956.98;"2020-01-13T00:00:00.000Z"
"2781";0.0068868850385;0.00774338428306;0.00662795178761;0.00714530284197;1880613.07;26892556.1;"2020-01-20T00:00:00.000Z"
"2781";0.00715026135354;0.0082290320241;0.00668332012461;0.00796499522125;1992297.05;29977607.05;"2020-01-27T00:00:00.000Z"
"2781";0.00796499522125;0.0107037425;0.00755522800515;0.0106017521;3655215.93;39901487.8;"2020-02-03T00:00:00.000Z"
"2781";0.0106101761;0.0191740905;0.00959300612384;0.013600403;13503661.85;62114858.02;"2020-02-10T00:00:00.000Z"
"2781";0.0135708893;0.0149556327;0.0128631685;0.0134602289;7497146.56;61474664.24;"2020-02-17T00:00:00.000Z"
"2781";0.0134905853;0.0141629368;0.0100413231;0.0118323739;5292183.39;54040032.53;"2020-02-24T00:00:00.000Z"
"2781";0.0117315708;0.0137070668;0.0105594285;0.0105949911;8962119.18;48388793.03;"2020-03-02T00:00:00.000Z"
"2781";0.0105890206;0.0112303201;0.00419411881737;0.00581299457158;1364308.35;26548752.04;"2020-03-09T00:00:00.000Z"
"2781";0.00581199804772;0.00694046713133;0.00485411948041;0.0054948375982;1709442.7;25095685.04;"2020-03-16T00:00:00.000Z"
"2781";0.0054948375982;0.00718347391741;0.00534705578648;0.0061242830995;1094107.76;27970449.9;"2020-03-23T00:00:00.000Z"
"2781";0.00599256064392;0.00779565674961;0.00593333596568;0.00665510640475;1736643.19;30394793.52;"2020-03-30T00:00:00.000Z"
"2781";0.00666077476958;0.00726887660424;0.00612692736329;0.00642825080167;1215244.58;29358712.53;"2020-04-06T00:00:00.000Z"
"2781";0.00643104688597;0.00806799481418;0.00614478398296;0.0067548923525;1806317.32;30850529.78;"2020-04-13T00:00:00.000Z"
"2781";0.00675405421041;0.00695268147853;0.00631154969147;0.0068495181393;1814334.18;31282698.86;"2020-04-20T00:00:00.000Z"
"2781";0.00685493974057;0.00804349834731;0.00682376860189;0.00764708450109;2928613.35;34925295;"2020-04-27T00:00:00.000Z"
"2781";0.00764792474939;0.0121386493;0.00741546006623;0.00837757659801;7544658.68;38261553.67;"2020-05-04T00:00:00.000Z"
"2781";0.0083995178058;0.0101408211;0.00833197078069;0.0096445163039;3362313.44;44047842.94;"2020-05-11T00:00:00.000Z"
"2781";0.00964335614749;0.00989970449196;0.00876700046111;0.00922284657985;5376885.67;42122018.86;"2020-05-18T00:00:00.000Z"
"2781";0.00917509122762;0.0114660792;0.0091160735329;0.0106862007;8085687.99;48805360.14;"2020-05-25T00:00:00.000Z"
"2781";0.0107218804;0.0128149313;0.0106255844;0.012187821;6141225.08;55663468.17;"2020-06-01T00:00:00.000Z"
"2781";0.0121883912;0.0127494511;0.0110647963;0.0116882458;4275463.69;53381838.77;"2020-06-08T00:00:00.000Z"
"2781";0.0116717247;0.0145679791;0.0111571755;0.0140856053;7073218.15;64330912.07;"2020-06-15T00:00:00.000Z"
"2781";0.0140990455;0.0153049304;0.0113294233;0.0118020797;5777930.08;53901734.21;"2020-06-22T00:00:00.000Z"
"2781";0.0118068379;0.0121357455;0.0111320595;0.0115957246;5193024.54;54345827.48;"2020-06-29T00:00:00.000Z"
"2781";0.0115957246;0.0127310707;0.0115817384;0.0123435689;4122426.32;57850565.37;"2020-07-06T00:00:00.000Z"
"2781";0.0123435689;0.0127848133;0.0115699166;0.0120043933;6093751.65;56257268.98;"2020-07-13T00:00:00.000Z"
"2781";0.0120109507;0.012268496;0.0117219825;0.0117610987;5796525.66;55116748;"2020-07-20T00:00:00.000Z"
"2781";0.0117622354;0.0163785523;0.0109845401;0.0126420658;10081781.95;59625186.67;"2020-07-27T00:00:00.000Z"
"2781";0.0126420658;0.0139694391;0.012520236;0.0139005556;12846413.92;65560620.16;"2020-08-03T00:00:00.000Z"
"2781";0.01414526;0.02009996;0.0140034;0.01949025;140628186.72;95821920.86;"2020-08-10T00:00:00.000Z"
"2781";0.01949386;0.02200361;0.01572806;0.01684053;144266157.91;82794829.87;"2020-08-17T00:00:00.000Z"
"2781";0.01683945;0.01739106;0.00013839;0.01469293;60831848.33;72236363.09;"2020-08-24T00:00:00.000Z"
"2781";0.0147452;0.01543323;0.01013654;0.01102208;59713594.52;54188963.34;"2020-08-31T00:00:00.000Z"
"2781";0.01102193;0.01308497;0.01032976;0.01233324;41972045.9;60635188.13;"2020-09-07T00:00:00.000Z"
"2781";0.01229512;0.0137048;0.01137865;0.01155942;44272923.39;56830767.99;"2020-09-14T00:00:00.000Z"
"2781";0.0115613;0.01176695;0.01025675;0.01105316;35522001.19;54389697.73;"2020-09-21T00:00:00.000Z"
"2781";0.01104511;0.01199917;0.01041073;0.01103297;42050409.11;54290370.71;"2020-09-28T00:00:00.000Z"
