name;open;high;low;close;volume;marketCap;timestamp
"2781";2.1191996064;2.2827010907;2.0412561961;2.2627437811;207161679.43;2763717926.48;"2023-03-27T00:00:00.000Z"
"2781";2.2634948256;2.3229839879;2.1946316612;2.2251619482;185662782.93;2717815431.41;"2023-04-03T00:00:00.000Z"
"2781";2.2268790854;2.3749874339;2.1452140763;2.3572077098;325689157.72;2879096280.67;"2023-04-10T00:00:00.000Z"
"2781";2.3586028392;2.3609792554;2.2339468924;2.3271453794;172234453.71;2842378114.77;"2023-04-17T00:00:00.000Z"
"2781";2.3271103897;2.3324646493;2.1286342937;2.1437391061;149157576.05;2618365475.98;"2023-04-24T00:00:00.000Z"
"2781";2.143746128;2.1739072413;2.0296467598;2.0520912344;96895545.9;2506426657.18;"2023-05-01T00:00:00.000Z"
"2781";2.051024164;2.0524809572;1.7837066243;2.0028279545;116779331.02;2446256428.96;"2023-05-08T00:00:00.000Z"
"2781";2.0030439264;2.0170533191;1.83694181;1.8379677202;76258294.72;2244895944.05;"2023-05-15T00:00:00.000Z"
"2781";1.83835185;2.0520385048;1.8159103243;1.9207544305;81653846.84;2346011729.88;"2023-05-22T00:00:00.000Z"
"2781";1.9208371269;1.9268263068;1.7198242494;1.750742393;78435391.19;2138358826.48;"2023-05-29T00:00:00.000Z"
"2781";1.7512323333;1.7531143062;1.2305771287;1.4996181767;91392623.9;1831635412.03;"2023-06-05T00:00:00.000Z"
"2781";1.4995160511;1.5263522912;1.3558207457;1.4136979708;44239135.76;4851658880.26;"2023-06-12T00:00:00.000Z"
"2781";1.4138138461;1.4909333003;1.3595212967;1.4701661125;54043416.29;5045451449.06;"2023-06-19T00:00:00.000Z"
"2781";1.4698030567;1.4717193458;1.3034078268;1.4340906139;65919392.37;4921644230.67;"2023-06-26T00:00:00.000Z"
"2781";1.4341925306;1.4457268913;1.3338899567;1.3655285687;53107884.41;4686346690.33;"2023-07-03T00:00:00.000Z"
"2781";1.3657870735;1.3826776994;1.3137722052;1.3501522569;50015808.8;4633576847.61;"2023-07-10T00:00:00.000Z"
"2781";1.3502061698;1.5256065036;1.3360050082;1.4703452398;191478037.18;5046066194.57;"2023-07-17T00:00:00.000Z"
"2781";1.4695460385;1.4695460385;1.1687500325;1.2101849577;250792848.14;4153224180.78;"2023-07-24T00:00:00.000Z"
"2781";1.2101626713;1.2163914591;1.1750268305;1.2039735834;172313169.53;4131907414.46;"2023-07-31T00:00:00.000Z"
"2781";1.2041711479;1.4540985607;1.1979431338;1.3998570062;196301117.92;4804158183.34;"2023-08-07T00:00:00.000Z"
"2781";1.3996046107;1.5058028131;1.2595682989;1.3804433684;197343238.41;4737532673.35;"2023-08-14T00:00:00.000Z"
"2781";1.3804419512;1.517038147;1.3330314572;1.5153001529;191550817.33;5200346605.19;"2023-08-21T00:00:00.000Z"
"2781";1.5146662661;1.9493169556;1.4617361218;1.881529667;241755174.62;6457206776.83;"2023-08-28T00:00:00.000Z"
"2781";1.8814088128;1.9297322232;1.707028099;1.7199058818;156462720.56;5902531387.14;"2023-09-04T00:00:00.000Z"
"2781";1.7198774397;2.5190119279;1.6213332393;2.3167344631;352881753.5;7950782673.16;"2023-09-11T00:00:00.000Z"
"2781";2.3146542158;2.5871642668;2.1951571136;2.1981953063;300695410.87;7543969078.62;"2023-09-18T00:00:00.000Z"
"2781";2.1982802103;2.2906931278;2.0682125388;2.127069448;208666927.31;7299872808.49;"2023-09-25T00:00:00.000Z"
"2781";2.1270178198;2.167472687;1.9483919701;2.0489824035;136488404.24;7031886498.17;"2023-10-02T00:00:00.000Z"
"2781";2.0489989411;2.0713876985;1.918751342;1.9258978778;126084443.58;6609473688.29;"2023-10-09T00:00:00.000Z"
"2781";1.9263122556;2.1961882625;1.9245175034;2.1875622882;148198325.5;7507477707.93;"2023-10-16T00:00:00.000Z"
"2781";2.1850119605;2.2492689301;2.0208189365;2.0587788616;220030094.71;7065506885.14;"2023-10-23T00:00:00.000Z"
"2781";2.0587666632;2.3105832407;2.0587666632;2.2765097019;282370866.46;7812735633.51;"2023-10-30T00:00:00.000Z"
"2781";2.2719389668;2.7612458703;2.2719389668;2.5083689108;476899270.73;8608451417.66;"2023-11-06T00:00:00.000Z"
"2781";2.5077527233;2.5127358097;2.2336197365;2.3723660081;373324791.41;8141704132.26;"2023-11-13T00:00:00.000Z"
"2781";2.3724505085;2.4618179902;2.2930495276;2.3947177686;261926396.29;8218412962.03;"2023-11-20T00:00:00.000Z"
"2781";2.3945469564;2.4756547902;2.3317597016;2.417554956;277652781.5;8296787725.01;"2023-11-27T00:00:00.000Z"
"2781";2.4174020692;2.4809336934;2.2386042206;2.3391142456;316345089.14;8080959779.59;"2023-12-04T00:00:00.000Z"
"2781";2.3393249919;2.3393249919;2.0192287848;2.1511210793;354385969.22;7432304073.05;"2023-12-11T00:00:00.000Z"
"2781";2.1506407704;2.3837439688;2.0663310765;2.1731992524;358611539.21;7509479819.99;"2023-12-18T00:00:00.000Z"
"2781";2.1731011392;2.4432415305;2.0941459801;2.3100354165;363221163.4;7983164500.3;"2023-12-25T00:00:00.000Z"
"2781";2.3103918833;2.4286227372;2.0542460639;2.2120931867;432789046.59;7645517159.01;"2024-01-01T00:00:00.000Z"
"2781";2.2120523166;2.3708922388;2.0813811771;2.2794369729;464891208.67;7879311304.03;"2024-01-08T00:00:00.000Z"
"2781";2.2796672303;2.4524064433;2.1597731491;2.2219273934;393611398.9;7681467730.89;"2024-01-15T00:00:00.000Z"
"2781";2.2223605893;2.2274391937;2.0309087226;2.1159761088;193567567.17;7302683201.63;"2024-01-22T00:00:00.000Z"
"2781";2.115656351;2.1335037839;2.0161776067;2.0486340712;165726026.41;7084246114.7;"2024-01-29T00:00:00.000Z"
"2781";2.048907443;2.1297754939;2.0322403368;2.0836291349;186735804.15;7205779059.09;"2024-02-05T00:00:00.000Z"
"2781";2.0837497702;2.2916911357;2.0751658938;2.271109902;264202589.99;7874082418.77;"2024-02-12T00:00:00.000Z"
"2781";2.271056584;2.2975712953;2.064920517;2.1211218203;251117625.81;7354857599.17;"2024-02-19T00:00:00.000Z"
"2781";2.1212740945;2.9279096325;2.0989093121;2.676327086;834901867.34;9281884382.97;"2024-02-26T00:00:00.000Z"
"2781";2.6762603351;2.9174925058;2.4186369674;2.8211163545;733031025.87;9785226852.8;"2024-03-04T00:00:00.000Z"
"2781";2.8211570925;4.5801631263;2.7303797545;3.8678336222;1688700521.02;13417602867.84;"2024-03-11T00:00:00.000Z"
"2781";3.8606172744;5.2870155023;3.5662834488;4.9673333995;1580571931.31;17237192076.86;"2024-03-18T00:00:00.000Z"
